11368,,,100-20,,,,,40TH,,,,RD,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,1610,,,,51,,

11368,,,9926,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,16,,

11368,,,100-13,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1610,,,,161,,

11368,,,100-15,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1610,,,,260,,

11368,,,100-21,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1610,,,,159,,

11368,,,100-23,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1610,,,,158,,

11368,,,99-07,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1608,,,,36,,

11368,,,99-22,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,15,,

11368,,,99-30,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,17,,

11368,,,99-34 TO 99-36,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,20,,

11368,,,99-42,,,,,41ST,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,1616,,,,24,,

11368,,,103-08,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1977,,,,14,,

11368,,,103-34,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1977,,,,29,,

11368,,,104-18,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1986,,,,1,,

11368,,,104-41,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1985,,,,65,,

11368,,,104-43,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1985,,,,64,,

11368,,,104-63,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1985,,,,52,,

11368,,,104-80,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1986,,,,34,,

11368,,,108-37,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1997,,,,53,,

11368,,,108-78,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,1998,,,,26,,

11368,,,99-01,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1616,,,,5,,

11368,,,99-03,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,4,,

11368,,,99-05,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,3,,

11368,,,99-09,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,1,,

11368,,,99-11,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,58,,

11368,,,99-13,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,57,,

11368,,,99-15,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,56,,

11368,,,99-17,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,55,,

11368,,,99-19,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,54,,

11368,,,99-25,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1616,,,,51,,

11368,,,99-29,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,48,,

11368,,,99-31,,,,,42ND,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1616,,,,47,,

11368,,,102-30,,,,,43RD,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,1978,,,,15,,

11368,,,102-58,,,,,43RD,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1978,,,,29,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,Page86of 172,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,,STREET1,,,,STSUFX1,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,BLOCK,,,,LOT,,

11368,,,104-17,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1986,,,,75,,

11368,,,104-19,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1986,,,,74,,

11368,,,104-62,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1987,,,,24,,

11368,,,104-64,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1987,,,,25,,

11368,,,108-06,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1999,,,,73,,

11368,,,108-08,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1999,,,,74,,

11368,,,108-10,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1999,,,,75,,

11368,,,108-42,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1999,,,,13,,

11368,,,108-44,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1999,,,,14,,

11368,,,111-88,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2016,,,,46,,

11368,,,96-02 TO 96-06,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1613,,,,11,,

11368,,,97-20,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1628,,,,14,,

11368,,,99-08,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,NON-EVICT COOP/CON1628,,,,,,30,,

11368,,,99-10,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,1628,,,,130,,

11368,,,99-11,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1617,,,,34,,

11368,,,99-13,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,1617,,,,33,,

11368,,,99-15,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,1617,,,,32,,

11368,,,99-17,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,1617,,,,31,,

11368,,,99-19,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,1617,,,,30,,

11368,,,99-21,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,1617,,,,29,,

11368,,,99-23,,,,,,43RD,,,,AVE,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,1617,,,,28,,

11368,,,104-13,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1987,,,,163,,

11368,,,104-15,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1987,,,,63,,

11368,,,108-03,,,,,,44TH,,,,AVE,,,43-17,,,,108TH,,,,ST,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,1999,,,,65,,

11368,,,108-05 TO 108-07,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,1999,,,,65,,

11368,,,111-11,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,,,

11368,,,111-13,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,2016,,,,84,,

11368,,,111-15,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2016,,,,83,,

11368,,,111-17,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2016,,,,82,,

11368,,,111-23,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,2016,,,,179,,

11368,,,111-25,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,2016,,,,79,,

11368,,,111-27,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2016,,,,78,,

11368,,,111-29,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2016,,,,77,,

11368,,,111-31,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2016,,,,76,,

11368,,,111-33,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2016,,,,75,,

11368,,,111-35,,,,,,44TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,2016,,,,74,,

11368,,,108-56,,,,,,45TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,2001,,,,27,,

11368,,,108-58,,,,,,45TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,2001,,,,28,,

11368,,,108-62,,,,,,45TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,2001,,,,30,,

11368,,,96-04,,,,,,45TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1623,,,,3,,

11368,,,96-06,,,,,,45TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1623,,,,4,,

11368,,,96-08,,,,,,45TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1623,,,,5,,

11368,,,96-12,,,,,,45TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1623,,,,7,,

11368,,,101-12,,,,,,46TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1631,,,,41,,

11368,,,102-01,,,,,,46TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1980,,,,64,,

11368,,,102-09,,,,,,46TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1980,,,,61,,

11368,,,108-18,,,,,,46TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,

11368,,,108-20,,,,,,46TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,

11368,,,108-39,,,,,,46TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,2001,,,,66,,

11368,,,109-17,,,,,,46TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,2001,,,,52,,

11368,,,102-35,,,,,,47TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1981,,,,143,,

11368,,,102-38A,,,,,,47TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1982,,,,17,,

11368,,,102-39,,,,,,47TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,1981,,,,42,,

11368,,,104-21,,,,,,48TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1991,,,,79,,

11368,,,104-23,,,,,,48TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,1991,,,,78,,

11368,,,108-38,,,,,,48TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,2004,,,,16,,

11368,,,108-54,,,,,,48TH,,,,AVE,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,2004,,,,28,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page87of 172,,,
,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,STSUFX1,,,BLDGNO2,,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,,BLOCK,,,,LOT,,

11368,,,108-56,,,,48TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2004,,,,29,,

11368,,,108-34,,,,49TH,,,,AVE,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,2005,,,,13,,

11368,,,108-53,,,,49TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2004,,,,59,,

11368,,,108-54,,,,49TH,,,,AVE,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2005,,,,27,,

11368,,,108-55,,,,49TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2004,,,,59,,

11368,,,106-09,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1993,,,,86,,

11368,,,106-11,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1993,,,,85,,

11368,,,106-20,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1994,,,,1,,

11368,,,106-24,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1994,,,,4,,

11368,,,108-11,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2005,,,,84,,

11368,,,108-15,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2005,,,,83,,

11368,,,108-22,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2006,,,,7,,

11368,,,108-24,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2006,,,,10,,

11368,,,96-11,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (1-15),,,1878,,,,124,,

11368,,,97-06,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1889,,,,30,,

11368,,,97-08,,,,50TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1889,,,,31,,

11368,,,103-13,,,,51ST,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1934,,,,64,,

11368,,,103-40,,,,51ST,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1942,,,,18,,

11368,,,103-42,,,,51ST,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1942,,,,19,,

11368,,,108-57,,,,51ST,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2006,,,,159,,

11368,,,108-59,,,,51ST,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2006,,,,59,,

11368,,,103-22,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1943,,,,7,,

11368,,,103-24,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1943,,,,7,,

11368,,,103-27,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1942,,,,89,,

11368,,,103-29,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1942,,,,88,,

11368,,,103-44,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1943,,,,21,,

11368,,,108-09,,,,52ND,,,,AVE,,,51-17 TO 51-23,,,,,108TH,,,,ST,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2007,,,,90,,

11368,,,108-15,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,2007,,,,86,,

11368,,,108-20,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2008,,,,4,,

11368,,,108-22,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2008,,,,6,,

11368,,,108-36,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2008,,,,15,,

11368,,,108-38,,,,52ND,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2008,,,,16,,

11368,,,106-03 TO 106-05,,,,53RD,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,1943,,,,67,,

11368,,,106-07,,,,53RD,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1943,,,,66,,

11368,,,108-69,,,,53RD,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2008,,,,148,,

11368,,,108-73,,,,53RD,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2008,,,,47,,

11368,,,109-11,,,,54TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,421-A (1-15),,,2009,,,,69,,

11368,,,109-57,,,,54TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2009,,,,141,,

11368,,,109-59,,,,54TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2009,,,,41,,

11368,,,109-61,,,,54TH,,,,AVE,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2009,,,,39,,

11368,,,109-63,,,,54TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2009,,,,38,,

11368,,,110-34,,,,55TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2011,,,,7,,

11368,,,110-36,,,,55TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2011,,,,9,,

11368,,,110-06,,,,56TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2012,,,,1,,

11368,,,110-07,,,,56TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2011,,,,30,,

11368,,,110-09,,,,56TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2011,,,,29,,

11368,,,110-19,,,,56TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,2011,,,,25,,

11368,,,110-23,,,,56TH,,,,AVE,,,55-20,,,,,111TH,,,,ST,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2011,,,,23,,

11368,,,96-02,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,50,,

11368,,,96-04,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,45,,

11368,,,96-08,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,55,,

11368,,,96-10,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,52,,

11368,,,97-20,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,60,,

11368,,,97-22,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,62,,

11368,,,97-28,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,67,,

11368,,,97-30,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,65,,

11368,,,98-30,,,,57TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1918,,,,70,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page88of 172,,,
,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

